# Generated at 2024-10-15 11:16:11 (04:00) by AQUARIUS Time-Series 24.1.177.0,,,,,
# UTC-05,,,,,
# Period Selected: Entire Record,,,,,
#,,,,,
# Comment: ,,,,,
# Description: ,,,,,
# ReportTitle: LCCD Little Conestoga Sonde Data May 2023 - July 2024,,,,,
#,,,,,
# CSV data starts at line 12,,,,,
#,,,,,
TimeStamp,Dissolved Oxygen (mg/l),Water Temperature (C),Specific Conductivity (uS/cm),pH,Total Dissolved Solids (mg/l)
8/19/2023 10:15,8.25,19.5,725.5,7.99,472
8/19/2023 10:30,8.41,19.585,725.7,8,472
8/19/2023 10:45,8.64,19.677,725.9,8.01,472
8/19/2023 11:00,8.81,19.797,725.8,8.02,472
8/19/2023 11:15,9.05,19.937,725.6,8.03,472
8/19/2023 11:30,9.24,20.085,725.1,8.04,471
8/19/2023 11:45,9.42,20.246,725.3,8.05,471
8/19/2023 12:00,9.63,20.416,725.4,8.07,472
8/19/2023 12:15,9.76,20.612,725.6,8.07,472
8/19/2023 12:30,10.01,20.829,726,8.08,472
8/19/2023 12:45,10.17,21.04,726.1,8.09,472
8/19/2023 13:00,10.5,21.267,725.3,8.1,471
8/19/2023 13:15,10.66,21.506,725.1,8.11,471
8/19/2023 13:30,10.9,21.706,724.9,8.13,471
8/19/2023 13:45,11.09,21.941,724.8,8.14,471
8/19/2023 14:00,11.27,22.138,725.1,8.14,471
8/19/2023 14:15,11.44,22.321,725.7,8.15,472
8/19/2023 14:30,11.59,22.482,725.9,8.16,472
8/19/2023 14:45,11.71,22.618,726.1,8.16,472
8/19/2023 15:00,11.79,22.721,725.9,8.17,472
8/19/2023 15:15,11.85,22.822,726,8.17,472
8/19/2023 15:30,11.87,22.884,725.9,8.17,472
8/19/2023 15:45,11.91,22.917,727.2,8.18,473
8/19/2023 16:00,11.88,22.936,728,8.18,473
8/19/2023 16:15,11.87,22.934,728.7,8.18,474
8/19/2023 16:30,11.72,22.882,729.3,8.17,474
8/19/2023 16:45,11.61,22.833,729.7,8.18,474
8/19/2023 17:00,11.49,22.757,730.4,8.18,475
8/19/2023 17:15,11.34,22.631,731.2,8.17,475
8/19/2023 17:30,11.15,22.483,732.3,8.17,476
8/19/2023 17:45,10.92,22.373,732.9,8.16,476
8/19/2023 18:00,10.71,22.185,733.4,8.15,477
8/19/2023 18:15,10.47,22.045,733.4,8.15,477
8/19/2023 18:30,10.28,21.907,733.3,8.14,477
8/19/2023 18:45,10.06,21.74,733.3,8.13,477
8/19/2023 19:00,9.79,21.595,733.3,8.12,477
8/19/2023 19:15,9.52,21.445,733.5,8.11,477
8/19/2023 19:30,9.3,21.293,733.3,8.1,477
8/19/2023 19:45,9.02,21.155,733.1,8.09,477
8/19/2023 20:00,8.75,21.022,733.2,8.07,477
8/19/2023 20:15,8.52,20.89,733.4,8.06,477
8/19/2023 20:30,8.28,20.788,733.8,8.05,477
8/19/2023 20:45,8.09,20.677,734.2,8.04,477
8/19/2023 21:00,7.9,20.589,734.9,8.02,478
8/19/2023 21:15,7.73,20.496,735.1,8.01,478
8/19/2023 21:30,7.59,20.416,735.3,8,478
8/19/2023 21:45,7.5,20.345,735.5,8,478
8/19/2023 22:00,7.4,20.27,735.4,7.99,478
8/19/2023 22:15,7.34,20.202,735.6,7.98,478
8/19/2023 22:30,7.25,20.138,735.8,7.97,478
8/19/2023 22:45,7.19,20.067,736.3,7.97,479
8/19/2023 23:00,7.15,20.005,736.6,7.97,479
8/19/2023 23:15,7.08,19.951,736.6,7.96,479
8/19/2023 23:30,7.09,19.883,736.3,7.96,479
8/19/2023 23:45,7.04,19.831,736,7.95,478
8/20/2023 0:00,7.01,19.774,735.6,7.95,478
8/20/2023 0:15,7.01,19.711,735.5,7.95,478
8/20/2023 0:30,7.02,19.656,735.4,7.95,478
8/20/2023 0:45,6.99,19.605,735,7.94,478
8/20/2023 1:00,6.98,19.558,734.5,7.94,477
8/20/2023 1:15,6.96,19.512,733.9,7.94,477
8/20/2023 1:30,6.94,19.468,733.1,7.94,477
8/20/2023 1:45,6.92,19.422,732.5,7.93,476
8/20/2023 2:00,6.9,19.377,732.3,7.93,476
8/20/2023 2:15,6.86,19.33,732.2,7.93,476
8/20/2023 2:30,6.87,19.282,732.1,7.93,476
8/20/2023 2:45,6.87,19.241,732,7.93,476
8/20/2023 3:00,6.87,19.201,731.7,7.92,476
8/20/2023 3:15,6.87,19.163,731,7.92,475
8/20/2023 3:30,6.87,19.124,730.7,7.92,475
8/20/2023 3:45,6.88,19.091,730.6,7.92,475
8/20/2023 4:00,6.85,19.049,730.9,7.91,475
8/20/2023 4:15,6.85,19.013,730.8,7.91,475
8/20/2023 4:30,6.83,18.979,730.5,7.91,475
8/20/2023 4:45,6.86,18.943,730,7.91,475
8/20/2023 5:00,6.85,18.904,729.6,7.91,474
8/20/2023 5:15,6.87,18.864,729.6,7.91,474
8/20/2023 5:30,6.82,18.83,730.1,7.91,475
8/20/2023 5:45,6.88,18.801,730.8,7.91,475
8/20/2023 6:00,6.87,18.765,731.1,7.9,475
8/20/2023 6:15,6.87,18.734,731.3,7.9,475
8/20/2023 6:30,6.88,18.703,731.1,7.9,475
8/20/2023 6:45,6.92,18.676,731.1,7.9,475
8/20/2023 7:00,6.94,18.656,731.5,7.9,475
8/20/2023 7:15,6.99,18.643,731.9,7.9,476
8/20/2023 7:30,7.04,18.641,732.6,7.9,476
8/20/2023 7:45,7.06,18.648,732.8,7.9,476
8/20/2023 8:00,7.15,18.667,732.6,7.91,476
8/20/2023 8:15,7.16,18.696,732.4,7.91,476
8/20/2023 8:30,7.24,18.74,732.3,7.92,476
8/20/2023 8:45,7.43,18.802,732.4,7.92,476
8/20/2023 9:00,7.56,18.879,732.7,7.93,476
8/20/2023 9:15,7.72,18.963,732.8,7.94,476
8/20/2023 9:30,7.87,19.059,732.6,7.95,476
8/20/2023 9:45,8.06,19.166,732.5,7.96,476
8/20/2023 10:00,8.23,19.289,732.1,7.97,476
8/20/2023 10:15,8.39,19.407,731.6,7.98,476
8/20/2023 10:30,8.57,19.544,731.6,7.99,476
8/20/2023 10:45,8.82,19.682,731.8,8,476
8/20/2023 11:00,9.03,19.833,732.2,8,476
8/20/2023 11:15,9.22,20.005,732.2,8.02,476
8/20/2023 11:30,9.36,20.19,731.6,8.03,476
8/20/2023 11:45,9.63,20.376,730.7,8.04,475
8/20/2023 12:00,9.86,20.607,729.8,8.05,474
8/20/2023 12:15,10.08,20.81,728.9,8.06,474
8/20/2023 12:30,10.4,21.041,728,8.08,473
8/20/2023 12:45,10.58,21.272,727,8.09,473
8/20/2023 13:00,10.84,21.508,725.9,8.11,472
8/20/2023 13:15,11.09,21.753,724.5,8.12,471
8/20/2023 13:30,11.27,21.977,723.5,8.13,470
8/20/2023 13:45,11.59,22.205,722.3,8.14,470
8/20/2023 14:00,11.67,22.404,721.6,8.15,469
8/20/2023 14:15,11.94,22.598,721.4,8.16,469
8/20/2023 14:30,12.06,22.784,721,8.17,469
8/20/2023 14:45,12.19,22.925,720.8,8.18,469
8/20/2023 15:00,12.25,23.07,720.6,8.18,468
8/20/2023 15:15,12.25,23.172,720.4,8.19,468
8/20/2023 15:30,12.34,23.243,719.8,8.19,468
8/20/2023 15:45,12.37,23.305,720.1,8.2,468
8/20/2023 16:00,12.28,23.321,720.7,8.2,468
8/20/2023 16:15,12.31,23.307,721.2,8.2,469
8/20/2023 16:30,12.13,23.258,721.4,8.2,469
8/20/2023 16:45,12.01,23.146,721.2,8.19,469
8/20/2023 17:00,11.76,23.058,721.2,8.19,469
8/20/2023 17:15,11.54,22.926,721.5,8.18,469
8/20/2023 17:30,11.39,22.817,722.2,8.18,469
8/20/2023 17:45,11.13,22.687,722.5,8.17,470
8/20/2023 18:00,10.95,22.579,722.5,8.16,470
8/20/2023 18:15,10.73,22.471,722.9,8.16,470
8/20/2023 18:30,10.5,22.34,722.9,8.15,470
8/20/2023 18:45,10.26,22.209,723.7,8.14,470
8/20/2023 19:00,10.03,22.086,724.6,8.13,471
8/20/2023 19:15,9.8,21.978,726,8.12,472
8/20/2023 19:30,9.53,21.851,727.1,8.11,473
8/20/2023 19:45,9.25,21.738,728,8.09,473
8/20/2023 20:00,8.98,21.628,728.6,8.08,474
8/20/2023 20:15,8.72,21.528,728.8,8.07,474
8/20/2023 20:30,8.47,21.434,729.1,8.05,474
8/20/2023 20:45,8.25,21.345,729.6,8.04,474
8/20/2023 21:00,8,21.272,730.4,8.03,475
8/20/2023 21:15,7.81,21.195,731.2,8.01,475
8/20/2023 21:30,7.67,21.129,731.5,8,475
8/20/2023 21:45,7.55,21.066,732.2,7.99,476
8/20/2023 22:00,7.43,21.009,732.2,7.98,476
8/20/2023 22:15,7.32,20.953,732.2,7.97,476
8/20/2023 22:30,7.21,20.901,732.4,7.97,476
8/20/2023 22:45,7.13,20.852,733,7.96,476
8/20/2023 23:00,7.08,20.807,733.4,7.95,477
8/20/2023 23:15,7.05,20.761,733.7,7.95,477
8/20/2023 23:30,6.97,20.719,733.7,7.94,477
8/20/2023 23:45,6.92,20.675,733.5,7.94,477
8/21/2023 0:00,6.88,20.631,733.1,7.94,477
8/21/2023 0:15,6.82,20.592,732.9,7.93,476
8/21/2023 0:30,6.88,20.554,732.7,7.93,476
8/21/2023 0:45,6.79,20.525,732.8,7.93,476
8/21/2023 1:00,6.76,20.491,733,7.92,476
8/21/2023 1:15,6.74,20.463,732.9,7.92,476
8/21/2023 1:30,6.72,20.434,732.6,7.92,476
8/21/2023 1:45,6.69,20.409,732.3,7.91,476
8/21/2023 2:00,6.66,20.39,731.9,7.91,476
8/21/2023 2:15,6.65,20.373,731.9,7.91,476
8/21/2023 2:30,6.6,20.362,732.2,7.91,476
8/21/2023 2:45,6.58,20.351,732.5,7.91,476
8/21/2023 3:00,6.58,20.344,732.6,7.9,476
8/21/2023 3:15,6.56,20.332,732.7,7.9,476
8/21/2023 3:30,6.55,20.318,732.5,7.9,476
8/21/2023 3:45,6.44,20.306,732.3,7.9,476
8/21/2023 4:00,6.55,20.293,732.6,7.89,476
8/21/2023 4:15,6.52,20.277,732.9,7.89,476
8/21/2023 4:30,6.54,20.262,733.4,7.89,477
8/21/2023 4:45,6.5,20.255,733.5,7.89,477
8/21/2023 5:00,6.52,20.24,733.4,7.89,477
8/21/2023 5:15,6.52,20.229,733.2,7.89,477
8/21/2023 5:30,6.52,20.225,732.9,7.88,476
8/21/2023 5:45,6.52,20.215,733.1,7.88,477
8/21/2023 6:00,6.48,20.203,733.4,7.88,477
8/21/2023 6:15,6.52,20.2,733.8,7.88,477
8/21/2023 6:30,6.5,20.192,733.7,7.88,477
8/21/2023 6:45,6.52,20.189,733.1,7.88,477
8/21/2023 7:00,6.53,20.192,732.6,7.88,476
8/21/2023 7:15,6.57,20.201,732.3,7.88,476
8/21/2023 7:30,6.63,20.219,732.1,7.88,476
8/21/2023 7:45,6.66,20.249,732.1,7.88,476
8/21/2023 8:00,6.73,20.283,731.6,7.88,476
8/21/2023 8:15,6.82,20.319,730.9,7.89,475
8/21/2023 8:30,6.92,20.362,730.2,7.89,475
8/21/2023 8:45,7,20.406,729.7,7.9,474
8/21/2023 9:00,7.16,20.455,729.2,7.91,474
8/21/2023 9:15,7.34,20.521,729.2,7.92,474
8/21/2023 9:30,7.55,20.614,729.4,7.93,474
8/21/2023 9:45,7.8,20.727,729.1,7.94,474
8/21/2023 10:00,8.02,20.851,728.8,7.96,474
8/21/2023 10:15,8.28,20.985,728.2,7.97,473
8/21/2023 10:30,8.51,21.114,727.3,7.99,473
8/21/2023 10:45,8.79,21.253,726.6,8,472
8/21/2023 11:00,9.04,21.423,726.4,8.01,472
8/21/2023 11:15,9.27,21.588,726.2,8.03,472
8/21/2023 11:30,9.51,21.77,725.4,8.04,472
8/21/2023 11:45,9.78,21.866,724.3,8.06,471
8/21/2023 12:00,9.9,21.899,723,8.07,470
8/21/2023 12:15,10.07,21.926,722,8.08,469
8/21/2023 12:30,10.18,22.027,721.4,8.09,469
8/21/2023 12:45,10.45,22.206,721,8.1,469
8/21/2023 13:00,10.67,22.359,720.5,8.11,468
8/21/2023 13:15,10.98,22.518,719.9,8.13,468
8/21/2023 13:30,11.29,22.647,718.9,8.14,467
8/21/2023 13:45,11.45,22.753,718,8.16,467
8/21/2023 14:00,11.65,22.829,717,8.17,466
8/21/2023 14:15,11.78,22.912,716.1,8.18,465
8/21/2023 14:30,11.94,22.995,715.5,8.18,465
8/21/2023 14:45,12,23.081,715.6,8.19,465
8/21/2023 15:00,12.11,23.159,715.7,8.19,465
8/21/2023 15:15,12.11,23.229,715.4,8.2,465
8/21/2023 15:30,12.19,23.315,715.2,8.2,465
8/21/2023 15:45,12.2,23.409,714.9,8.2,465
8/21/2023 16:00,12.18,23.469,714.3,8.2,464
8/21/2023 16:15,12.12,23.516,714.8,8.2,465
8/21/2023 16:30,12.08,23.546,715.2,8.2,465
8/21/2023 16:45,12.08,23.625,715.8,8.2,465
8/21/2023 17:00,11.93,23.627,716.6,8.2,466
8/21/2023 17:15,11.72,23.612,717.1,8.19,466
8/21/2023 17:30,11.56,23.574,717.5,8.19,466
8/21/2023 17:45,11.4,23.536,718.2,8.18,467
8/21/2023 18:00,11.19,23.488,719.5,8.17,468
8/21/2023 18:15,10.97,23.407,721.1,8.16,469
8/21/2023 18:30,10.7,23.331,722.1,8.16,469
8/21/2023 18:45,10.42,23.232,723,8.15,470
8/21/2023 19:00,10.11,23.138,723.5,8.13,470
8/21/2023 19:15,9.79,23.032,724.4,8.12,471
8/21/2023 19:30,9.48,22.936,725.2,8.11,471
8/21/2023 19:45,9.11,22.796,726.4,8.09,472
8/21/2023 20:00,8.79,22.682,727.4,8.07,473
8/21/2023 20:15,8.51,22.576,728.2,8.06,473
8/21/2023 20:30,8.17,22.45,728.9,8.04,474
8/21/2023 20:45,7.91,22.354,729.7,8.02,474
8/21/2023 21:00,7.64,22.257,730.3,8,475
8/21/2023 21:15,7.51,22.177,731.1,7.99,475
8/21/2023 21:30,7.23,22.107,731.9,7.98,476
8/21/2023 21:45,7.21,22.042,732.9,7.97,476
8/21/2023 22:00,7.12,21.985,733.9,7.96,477
8/21/2023 22:15,6.98,21.941,734.4,7.95,477
8/21/2023 22:30,6.85,21.895,735.1,7.94,478
8/21/2023 22:45,6.82,21.855,735.3,7.93,478
8/21/2023 23:00,6.72,21.823,735.6,7.92,478
8/21/2023 23:15,6.65,21.794,736.1,7.92,478
8/21/2023 23:30,6.58,21.77,736.7,7.91,479
8/21/2023 23:45,6.53,21.745,737.2,7.9,479
8/22/2023 0:00,6.48,21.724,737.8,7.9,480
8/22/2023 0:15,6.42,21.706,737.8,7.9,480
8/22/2023 0:30,6.4,21.69,737.9,7.89,480
8/22/2023 0:45,6.4,21.678,737.8,7.89,480
8/22/2023 1:00,6.36,21.667,737.6,7.89,479
8/22/2023 1:15,6.33,21.658,737.6,7.89,479
8/22/2023 1:30,6.35,21.648,737.7,7.89,480
8/22/2023 1:45,6.31,21.639,737.5,7.89,479
8/22/2023 2:00,6.3,21.631,737.5,7.89,479
8/22/2023 2:15,6.3,21.62,737.1,7.89,479
8/22/2023 2:30,6.27,21.606,736.8,7.88,479
8/22/2023 2:45,6.24,21.586,736.4,7.88,479
8/22/2023 3:00,6.23,21.566,736.5,7.88,479
8/22/2023 3:15,6.24,21.547,736.5,7.88,479
8/22/2023 3:30,6.23,21.522,736.5,7.88,479
8/22/2023 3:45,6.22,21.496,736.3,7.88,479
8/22/2023 4:00,6.2,21.464,736.3,7.88,479
8/22/2023 4:15,6.18,21.432,736.1,7.88,478
8/22/2023 4:30,6.19,21.392,736.4,7.87,479
8/22/2023 4:45,6.12,21.351,736.2,7.87,479
8/22/2023 5:00,6.17,21.302,736.4,7.87,479
8/22/2023 5:15,6.15,21.263,736.5,7.87,479
8/22/2023 5:30,6.13,21.225,736.5,7.87,479
8/22/2023 5:45,6.16,21.185,736.3,7.87,479
8/22/2023 6:00,6.13,21.146,736.2,7.86,479
8/22/2023 6:15,6.13,21.097,736.2,7.86,479
8/22/2023 6:30,6.15,21.037,736.6,7.86,479
8/22/2023 6:45,6.15,20.978,736.5,7.86,479
8/22/2023 7:00,6.15,20.922,737,7.86,479
8/22/2023 7:15,6.2,20.871,737,7.86,479
8/22/2023 7:30,6.21,20.83,736.6,7.87,479
8/22/2023 7:45,6.29,20.803,736.3,7.86,479
8/22/2023 8:00,6.37,20.787,735.9,7.87,478
8/22/2023 8:15,6.5,20.775,736,7.88,478
8/22/2023 8:30,6.67,20.754,735.9,7.89,478
8/22/2023 8:45,6.81,20.746,735.4,7.9,478
8/22/2023 9:00,6.95,20.757,734.4,7.91,477
8/22/2023 9:15,7.17,20.77,733.2,7.92,477
8/22/2023 9:30,7.38,20.795,732.6,7.93,476
8/22/2023 10:30,8.23,21.073,732.1,7.86,476
8/22/2023 10:45,8.42,21.162,731.4,7.85,475
8/22/2023 11:00,8.62,21.267,730.5,7.85,475
8/22/2023 11:15,8.81,21.408,729.6,7.86,474
8/22/2023 11:30,9.01,21.551,729.2,7.88,474
8/22/2023 11:45,9.24,21.725,728.9,7.9,474
8/22/2023 12:00,9.45,21.895,728.8,7.92,474
8/22/2023 12:15,9.69,22.071,728.4,7.94,473
8/22/2023 12:30,9.91,22.252,727.8,7.95,473
8/22/2023 12:45,10.16,22.427,727.1,7.97,473
8/22/2023 13:00,10.4,22.595,726,7.99,472
8/22/2023 13:15,10.66,22.796,725.3,8.02,471
8/22/2023 13:30,10.93,23.008,724.9,8.03,471
8/22/2023 13:45,11.17,23.231,724.5,8.05,471
8/22/2023 14:00,11.37,23.436,723.8,8.07,470
8/22/2023 14:15,11.57,23.629,723.2,8.08,470
8/22/2023 14:30,11.74,23.835,722,8.1,469
8/22/2023 14:45,11.85,23.976,720.9,8.11,469
8/22/2023 15:00,11.92,24.08,719.9,8.12,468
8/22/2023 15:15,11.97,24.169,719.4,8.13,468
8/22/2023 15:30,11.98,24.244,719.1,8.13,467
8/22/2023 15:45,11.97,24.268,718.8,8.14,467
8/22/2023 16:00,11.91,24.28,718.3,8.14,467
8/22/2023 16:15,11.84,24.272,718,8.14,467
8/22/2023 16:30,11.74,24.209,717.3,8.14,466
8/22/2023 16:45,11.55,24.132,716.9,8.14,466
8/22/2023 17:00,11.36,24.024,716.9,8.13,466
8/22/2023 17:15,11.15,23.905,717.3,8.13,466
8/22/2023 17:30,10.93,23.773,717.6,8.12,466
8/22/2023 17:45,10.71,23.618,717.8,8.12,467
8/22/2023 18:00,10.47,23.454,718.1,8.11,467
8/22/2023 18:15,10.25,23.299,718.4,8.1,467
8/22/2023 18:30,10.01,23.138,719.1,8.1,467
8/22/2023 18:45,9.78,22.985,719.9,8.09,468
8/22/2023 19:00,9.55,22.819,720.9,8.08,469
8/22/2023 19:15,9.31,22.65,722.2,8.07,469
8/22/2023 19:30,9.07,22.497,723.6,8.06,470
8/22/2023 19:45,8.8,22.325,724.6,8.04,471
8/22/2023 20:00,8.53,22.167,725.7,8.03,472
8/22/2023 20:15,8.28,22.036,726.5,8.02,472
8/22/2023 20:30,8.03,21.898,727.7,8,473
8/22/2023 20:45,7.79,21.769,729,7.99,474
8/22/2023 21:00,7.57,21.648,730.4,7.98,475
8/22/2023 21:15,7.38,21.538,731.6,7.96,476
8/22/2023 21:30,7.22,21.441,732.6,7.95,476
8/22/2023 21:45,7.07,21.346,732.9,7.94,476
8/22/2023 22:00,6.94,21.261,733.5,7.93,477
8/22/2023 22:15,6.84,21.181,734,7.92,477
8/22/2023 22:30,6.73,21.103,734.8,7.92,478
8/22/2023 22:45,6.66,21.03,735.7,7.91,478
8/22/2023 23:00,6.59,20.962,736.7,7.9,479
8/22/2023 23:15,6.54,20.893,736.9,7.9,479
8/22/2023 23:30,6.49,20.826,737.1,7.89,479
8/22/2023 23:45,6.45,20.76,737.3,7.89,479
8/23/2023 0:00,6.42,20.696,737.5,7.89,479
8/23/2023 0:15,6.39,20.632,737.8,7.88,480
8/23/2023 0:30,6.37,20.571,738.3,7.88,480
8/23/2023 0:45,6.35,20.504,738.8,7.88,480
8/23/2023 1:00,6.33,20.439,739,7.88,480
8/23/2023 1:15,6.32,20.378,739.2,7.87,480
8/23/2023 1:30,6.31,20.309,739.1,7.87,480
8/23/2023 1:45,6.31,20.238,738.9,7.87,480
8/23/2023 2:00,6.3,20.174,739.1,7.87,480
8/23/2023 2:15,6.29,20.104,739.4,7.87,481
8/23/2023 2:30,6.29,20.039,739.5,7.87,481
8/23/2023 2:45,6.3,19.968,739.9,7.86,481
8/23/2023 3:00,6.3,19.898,739.9,7.86,481
8/23/2023 3:15,6.31,19.829,739.7,7.86,481
8/23/2023 3:30,6.33,19.75,739.5,7.86,481
8/23/2023 3:45,6.33,19.687,739.6,7.86,481
8/23/2023 4:00,6.35,19.609,739.9,7.86,481
8/23/2023 4:15,6.36,19.544,740.2,7.86,481
8/23/2023 4:30,6.37,19.482,740.3,7.86,481
8/23/2023 4:45,6.37,19.414,740.2,7.86,481
8/23/2023 5:00,6.39,19.348,739.9,7.86,481
8/23/2023 5:15,6.4,19.28,740,7.86,481
8/23/2023 5:30,6.41,19.221,739.8,7.86,481
8/23/2023 5:45,6.41,19.154,740.1,7.86,481
8/23/2023 6:00,6.42,19.093,740.4,7.85,481
8/23/2023 6:15,6.43,19.031,740.4,7.85,481
8/23/2023 6:30,6.44,18.972,740.4,7.85,481
8/23/2023 6:45,6.45,18.916,740.2,7.85,481
8/23/2023 7:00,6.45,18.873,740,7.85,481
8/23/2023 7:15,6.48,18.832,739.9,7.85,481
8/23/2023 7:30,6.5,18.798,740.1,7.85,481
8/23/2023 7:45,6.55,18.782,740.3,7.86,481
8/23/2023 8:00,6.6,18.778,740.3,7.86,481
8/23/2023 8:15,6.69,18.79,740.1,7.86,481
8/23/2023 8:30,6.8,18.836,739.7,7.87,481
8/23/2023 8:45,6.97,18.895,739.2,7.88,480
8/23/2023 9:00,7.13,18.961,738.9,7.89,480
8/23/2023 9:15,7.38,19.064,738.6,7.9,480
8/23/2023 9:30,7.59,19.155,738.1,7.92,480
8/23/2023 9:45,7.85,19.253,737.6,7.93,479
8/23/2023 10:00,8.09,19.373,736.8,7.94,479
8/23/2023 10:15,8.34,19.475,735.7,7.96,478
8/23/2023 10:30,8.56,19.589,734.8,7.97,478
8/23/2023 10:45,8.79,19.708,734.3,7.99,477
8/23/2023 11:00,9.06,19.836,733.6,8,477
8/23/2023 11:15,9.34,20.05,732.9,8.02,476
8/23/2023 11:30,9.58,20.203,732.2,8.03,476
8/23/2023 11:45,9.89,20.387,730.8,8.05,475
8/23/2023 12:00,10.15,20.527,729.7,8.07,474
8/23/2023 12:15,10.43,20.66,728.7,8.08,474
8/23/2023 12:30,10.66,20.743,728.2,8.1,473
8/23/2023 12:45,10.85,20.827,727.6,8.11,473
8/23/2023 13:00,11.04,20.931,726.8,8.13,472
8/23/2023 13:15,11.28,21.041,725.7,8.14,472
8/23/2023 13:30,11.42,21.158,724.7,8.15,471
8/23/2023 13:45,11.6,21.241,723.6,8.16,470
8/23/2023 14:00,11.79,21.328,722.7,8.17,470
8/23/2023 14:15,11.89,21.389,722.4,8.18,470
8/23/2023 14:30,11.96,21.436,722.2,8.18,469
8/23/2023 14:45,12.03,21.474,721.7,8.19,469
8/23/2023 15:00,12.04,21.47,721.2,8.19,469
8/23/2023 15:15,12.01,21.454,720.5,8.2,468
8/23/2023 15:30,11.96,21.404,719.9,8.2,468
8/23/2023 15:45,11.86,21.364,719.6,8.2,468
8/23/2023 16:00,11.65,21.283,719.6,8.19,468
8/23/2023 16:15,11.45,21.224,720,8.18,468
8/23/2023 16:30,11.26,21.156,720.2,8.18,468
8/23/2023 16:45,11.11,21.105,720.4,8.17,468
8/23/2023 17:00,10.93,21.054,720.4,8.16,468
8/23/2023 17:15,10.78,20.998,720.3,8.16,468
8/23/2023 17:30,10.64,20.951,720.4,8.15,468
8/23/2023 17:45,10.48,20.902,720.9,8.15,469
8/23/2023 18:00,10.32,20.856,721.5,8.14,469
8/23/2023 18:15,10.15,20.809,721.9,8.14,469
8/23/2023 18:30,9.99,20.762,722,8.13,469
8/23/2023 18:45,9.83,20.717,722.1,8.12,469
8/23/2023 19:00,9.66,20.669,722,8.11,469
8/23/2023 19:15,9.51,20.62,722.3,8.11,470
8/23/2023 19:30,9.32,20.572,722.8,8.1,470
8/23/2023 19:45,9.09,20.514,723.9,8.08,471
8/23/2023 20:00,8.87,20.457,724.7,8.07,471
8/23/2023 20:15,8.65,20.409,725.3,8.06,471
8/23/2023 20:30,8.43,20.361,725.9,8.04,472
8/23/2023 20:45,8.22,20.321,726.5,8.03,472
8/23/2023 21:00,8.03,20.277,727.1,8.02,473
8/23/2023 21:15,7.87,20.242,727.9,8.01,473
8/23/2023 21:30,7.7,20.205,729.2,7.99,474
8/23/2023 21:45,7.55,20.171,730.1,7.98,475
8/23/2023 22:00,7.42,20.141,730.5,7.97,475
8/23/2023 22:15,7.31,20.109,731,7.96,475
8/23/2023 22:30,7.21,20.077,731.4,7.95,475
8/23/2023 22:45,7.12,20.048,731.8,7.95,476
8/23/2023 23:00,7.05,20.02,732.4,7.94,476
8/23/2023 23:15,6.99,19.991,732.8,7.94,476
8/23/2023 23:30,6.95,19.961,733.1,7.93,477
8/23/2023 23:45,6.9,19.929,733.5,7.93,477
8/24/2023 0:00,6.87,19.895,733.3,7.92,477
8/24/2023 0:15,6.84,19.863,733.1,7.92,476
8/24/2023 0:30,6.83,19.833,733.3,7.92,477
8/24/2023 0:45,6.81,19.803,733.7,7.92,477
8/24/2023 1:00,6.78,19.776,733.9,7.91,477
8/24/2023 1:15,6.77,19.745,734.3,7.91,477
8/24/2023 1:30,6.77,19.72,734.3,7.91,477
8/24/2023 1:45,6.76,19.694,734.2,7.91,477
8/24/2023 2:00,6.74,19.671,734.1,7.91,477
8/24/2023 2:15,6.74,19.647,734.1,7.91,477
8/24/2023 2:30,6.73,19.622,734.5,7.91,477
8/24/2023 2:45,6.71,19.601,735.1,7.9,478
8/24/2023 3:00,6.7,19.579,735.9,7.9,478
8/24/2023 3:15,6.68,19.559,736.4,7.9,479
8/24/2023 3:30,6.66,19.542,736.9,7.9,479
8/24/2023 3:45,6.66,19.522,737.2,7.9,479
8/24/2023 4:00,6.64,19.506,737.3,7.9,479
8/24/2023 4:15,6.63,19.487,737.7,7.89,480
8/24/2023 4:30,6.6,19.473,738.2,7.89,480
8/24/2023 4:45,6.6,19.461,738.7,7.89,480
8/24/2023 5:00,6.59,19.448,739.1,7.89,480
8/24/2023 5:15,6.59,19.436,739.1,7.89,480
8/24/2023 5:30,6.59,19.429,738.9,7.89,480
8/24/2023 5:45,6.6,19.422,738.4,7.89,480
8/24/2023 6:00,6.61,19.416,738.1,7.89,480
8/24/2023 6:15,6.63,19.412,737.5,7.89,479
8/24/2023 6:30,6.65,19.411,736.4,7.89,479
8/24/2023 6:45,6.67,19.41,735.1,7.89,478
8/24/2023 7:00,6.68,19.411,733.6,7.89,477
8/24/2023 7:15,6.7,19.413,731.9,7.89,476
8/24/2023 7:30,6.71,19.418,730.6,7.89,475
8/24/2023 7:45,6.73,19.423,729.6,7.89,474
8/24/2023 8:00,6.75,19.429,728.9,7.89,474
8/24/2023 8:15,6.78,19.434,728.6,7.89,474
8/24/2023 8:30,6.82,19.438,728.4,7.89,473
8/24/2023 8:45,6.85,19.44,728.3,7.89,473
8/24/2023 9:00,6.89,19.446,728,7.9,473
8/24/2023 9:15,6.92,19.456,728,7.9,473
8/24/2023 9:30,6.97,19.467,727.9,7.9,473
8/24/2023 9:45,7.03,19.479,728.1,7.9,473
8/24/2023 10:00,7.1,19.495,728.4,7.91,473
