# Generated at 2024-10-15 11:16:11 (04:00) by AQUARIUS Time-Series 24.1.177.0,,,,,
# UTC-05,,,,,
# Period Selected: Entire Record,,,,,
#,,,,,
# Comment: ,,,,,
# Description: ,,,,,
# ReportTitle: LCCD Little Conestoga Sonde Data May 2023 - July 2024,,,,,
#,,,,,
# CSV data starts at line 12,,,,,
#,,,,,
TimeStamp,Dissolved Oxygen (mg/l),Water Temperature (C),Specific Conductivity (uS/cm),pH,Total Dissolved Solids (mg/l)
10/11/2023 21:15,8.73,13.682,767.1,8,499
10/11/2023 21:30,8.68,13.655,767,7.99,499
10/11/2023 21:45,8.66,13.635,766.8,7.99,498
10/11/2023 22:00,8.62,13.619,767.1,7.99,499
10/11/2023 22:15,8.61,13.605,767.6,7.99,499
10/11/2023 22:30,8.58,13.587,767.8,7.98,499
10/11/2023 22:45,8.54,13.57,767.5,7.98,499
10/11/2023 23:00,8.54,13.549,767.3,7.98,499
10/11/2023 23:15,8.51,13.527,766.7,7.98,498
10/11/2023 23:30,8.52,13.507,766.1,7.98,498
10/11/2023 23:45,8.47,13.485,766.4,7.98,498
10/12/2023 0:00,8.44,13.462,766.5,7.97,498
10/12/2023 0:15,8.42,13.436,766.2,7.97,498
10/12/2023 0:30,8.41,13.408,765.5,7.97,498
10/12/2023 0:45,8.41,13.38,764.7,7.97,497
10/12/2023 1:00,8.4,13.359,763.9,7.97,497
10/12/2023 1:15,8.38,13.342,763.6,7.97,496
10/12/2023 1:30,8.35,13.329,763.2,7.97,496
10/12/2023 1:45,8.36,13.318,762.6,7.96,496
10/12/2023 2:00,8.32,13.301,761.5,7.96,495
10/12/2023 2:15,8.34,13.287,760,7.96,494
10/12/2023 2:30,8.32,13.266,759.3,7.96,494
10/12/2023 2:45,8.3,13.252,758.7,7.96,493
10/12/2023 3:00,8.33,13.235,758.4,7.96,493
10/12/2023 3:15,8.3,13.217,758,7.96,493
10/12/2023 3:30,8.27,13.197,757.8,7.96,493
10/12/2023 3:45,8.27,13.182,757,7.96,492
10/12/2023 4:00,8.28,13.159,756.4,7.96,492
10/12/2023 4:15,8.29,13.135,755.9,7.95,491
10/12/2023 4:30,8.28,13.11,755.8,7.95,491
10/12/2023 4:45,8.29,13.09,755.8,7.95,491
10/12/2023 5:00,8.27,13.062,755.3,7.95,491
10/12/2023 5:15,8.26,13.036,754.6,7.95,490
10/12/2023 5:30,8.26,13.003,753.8,7.95,490
10/12/2023 5:45,8.26,12.973,752.9,7.95,489
10/12/2023 6:00,8.26,12.943,753.1,7.95,489
10/12/2023 6:15,8.25,12.929,753.7,7.95,490
10/12/2023 6:30,8.24,12.913,754.3,7.94,490
10/12/2023 6:45,8.24,12.905,754.5,7.94,490
10/12/2023 7:00,8.24,12.894,754.8,7.94,491
10/12/2023 7:15,8.24,12.886,755,7.94,491
10/12/2023 7:30,8.23,12.879,755.8,7.94,491
10/12/2023 7:45,8.26,12.878,756.7,7.93,492
10/12/2023 8:00,8.25,12.879,757.8,7.93,493
10/12/2023 8:15,8.33,12.888,758.4,7.94,493
10/12/2023 8:30,8.48,12.895,758.8,7.95,493
10/12/2023 8:45,8.64,12.907,758.3,7.95,493
10/12/2023 9:00,8.82,12.924,757.7,7.97,492
10/12/2023 9:15,9.03,12.953,757.6,7.98,492
10/12/2023 9:30,9.28,12.988,757.9,8,493
10/12/2023 9:45,9.65,13.03,757.5,8.02,492
10/12/2023 10:00,10.02,13.077,757.1,8.04,492
10/12/2023 10:15,10.38,13.131,756.3,8.06,492
10/12/2023 10:30,10.67,13.202,755.8,8.09,491
10/12/2023 10:45,10.96,13.308,755.7,8.1,491
10/12/2023 11:00,11.21,13.403,756,8.12,491
10/12/2023 11:15,11.46,13.513,756.1,8.13,491
10/12/2023 11:30,11.67,13.628,756.1,8.15,491
10/12/2023 11:45,11.9,13.758,755.7,8.16,491
10/12/2023 12:00,12.08,13.908,755.3,8.17,491
10/12/2023 12:15,12.36,14.07,754.9,8.19,491
10/12/2023 12:30,12.63,14.223,755.1,8.2,491
10/12/2023 12:45,12.85,14.38,754.8,8.21,491
10/12/2023 13:00,13.03,14.549,754.5,8.23,490
10/12/2023 13:15,13.24,14.678,753.8,8.24,490
10/12/2023 13:30,13.41,14.815,752.8,8.25,489
10/12/2023 13:45,13.56,14.924,752.3,8.26,489
10/12/2023 14:00,13.66,15.032,751.6,8.27,489
10/12/2023 14:15,13.73,15.125,751.3,8.28,488
10/12/2023 14:30,13.86,15.206,751.2,8.29,488
10/12/2023 14:45,13.92,15.277,750.2,8.29,488
10/12/2023 15:00,14.03,15.325,749.6,8.3,487
10/12/2023 15:15,14.05,15.353,749.5,8.3,487
10/12/2023 15:30,14.03,15.349,749.2,8.3,487
10/12/2023 15:45,13.98,15.328,749.5,8.3,487
10/12/2023 16:00,13.91,15.31,750.5,8.3,488
10/12/2023 16:15,13.83,15.272,750.6,8.3,488
10/12/2023 16:30,13.65,15.206,751,8.29,488
10/12/2023 16:45,13.49,15.125,751.8,8.29,489
10/12/2023 17:00,13.21,15.04,752.1,8.27,489
10/12/2023 17:15,12.99,14.964,752.9,8.26,489
10/12/2023 17:30,12.72,14.898,754.2,8.26,490
10/12/2023 17:45,12.48,14.832,755.9,8.24,491
10/12/2023 18:00,12.13,14.75,757.8,8.22,493
10/12/2023 18:15,11.77,14.661,759,8.2,493
10/12/2023 18:30,11.37,14.581,760.4,8.18,494
10/12/2023 18:45,10.99,14.503,761.6,8.16,495
10/12/2023 19:00,10.59,14.427,762.8,8.13,496
10/12/2023 19:15,10.24,14.36,764.7,8.11,497
10/12/2023 19:30,9.93,14.31,766.2,8.09,498
10/12/2023 19:45,9.67,14.267,767.4,8.07,499
10/12/2023 20:00,9.44,14.224,768.2,8.05,499
10/12/2023 20:15,9.26,14.182,768.7,8.04,500
10/12/2023 20:30,9.12,14.146,769.2,8.03,500
10/12/2023 20:45,9,14.128,769.7,8.02,500
10/12/2023 21:00,8.92,14.127,770,8.01,500
10/12/2023 21:15,8.84,14.133,770.1,8.01,501
10/12/2023 21:30,8.78,14.142,770,8,500
10/12/2023 21:45,8.76,14.152,770.1,8,501
10/12/2023 22:00,8.69,14.163,769.5,8,500
10/12/2023 22:15,8.64,14.177,769.8,8,500
10/12/2023 22:30,8.62,14.19,769.8,7.99,500
10/12/2023 22:45,8.58,14.195,769.7,7.99,500
10/12/2023 23:00,8.58,14.193,769.4,7.99,500
10/12/2023 23:15,8.55,14.185,768.3,7.99,499
10/12/2023 23:30,8.49,14.172,767.7,7.98,499
10/12/2023 23:45,8.44,14.163,767.2,7.98,499
10/13/2023 0:00,8.43,14.157,767.4,7.98,499
10/13/2023 0:15,8.37,14.156,767.3,7.98,499
10/13/2023 0:30,8.34,14.158,767.1,7.97,499
10/13/2023 0:45,8.33,14.146,766.1,7.97,498
10/13/2023 1:00,8.28,14.128,764.8,7.97,497
10/13/2023 1:15,8.28,14.109,763.7,7.97,496
10/13/2023 1:30,8.23,14.091,762.9,7.97,496
10/13/2023 1:45,8.23,14.078,762.7,7.97,496
10/13/2023 2:00,8.18,14.067,761.6,7.96,495
10/13/2023 2:15,8.15,14.056,761.1,7.96,495
10/13/2023 2:30,8.16,14.048,760.4,7.96,494
10/13/2023 2:45,8.14,14.037,759.3,7.96,494
10/13/2023 3:00,8.11,14.034,758.4,7.96,493
10/13/2023 3:15,8.08,14.037,758.2,7.96,493
10/13/2023 3:30,8.1,14.057,757.9,7.95,493
10/13/2023 3:45,8.06,14.08,757.6,7.95,492
10/13/2023 4:00,8.04,14.102,756.8,7.95,492
10/13/2023 4:15,8,14.123,756.4,7.95,492
10/13/2023 4:30,8.02,14.146,755.8,7.95,491
10/13/2023 4:45,8.01,14.168,756.1,7.95,491
10/13/2023 5:00,7.98,14.185,756.3,7.94,492
10/13/2023 5:15,7.97,14.199,756.8,7.94,492
10/13/2023 5:30,7.97,14.202,757.1,7.94,492
10/13/2023 5:45,7.97,14.204,756.9,7.94,492
10/13/2023 6:00,7.97,14.196,756.8,7.94,492
10/13/2023 6:15,7.92,14.177,756.8,7.94,492
10/13/2023 6:30,7.92,14.15,757.5,7.94,492
10/13/2023 6:45,7.9,14.119,758,7.94,493
10/13/2023 7:00,7.89,14.085,758.7,7.93,493
10/13/2023 7:15,7.93,14.045,758.9,7.93,493
10/13/2023 7:30,7.95,14.004,758.6,7.93,493
10/13/2023 7:45,7.94,13.961,758.8,7.93,493
10/13/2023 8:00,7.99,13.924,759.1,7.94,493
10/13/2023 8:15,8.08,13.896,759.8,7.94,494
10/13/2023 8:30,8.23,13.873,760.6,7.95,494
10/13/2023 8:45,8.33,13.859,761.1,7.96,495
10/13/2023 9:00,8.58,13.853,761.1,7.97,495
10/13/2023 9:15,8.73,13.85,761.2,7.98,495
10/13/2023 9:30,9.02,13.865,761.5,8,495
10/13/2023 9:45,9.36,13.893,761.6,8.02,495
10/13/2023 10:00,9.6,13.93,762.1,8.04,495
10/13/2023 10:15,9.91,13.975,762.5,8.06,496
10/13/2023 10:30,10.17,14.032,762.3,8.08,495
10/13/2023 10:45,10.51,14.099,761.9,8.09,495
10/13/2023 11:00,10.85,14.175,760.8,8.12,495
10/13/2023 11:15,11.13,14.271,760.5,8.13,494
10/13/2023 11:30,11.38,14.386,760.1,8.15,494
10/13/2023 11:45,11.73,14.509,759.2,8.17,493
10/13/2023 12:00,11.99,14.663,758.6,8.19,493
10/13/2023 12:15,12.3,14.791,757.1,8.2,492
10/13/2023 12:30,12.51,14.926,755.5,8.22,491
10/13/2023 12:45,12.76,15.085,754.7,8.23,491
10/13/2023 13:00,12.93,15.224,753.6,8.24,490
10/13/2023 13:15,13.21,15.353,752.9,8.26,489
10/13/2023 13:30,13.42,15.481,752.3,8.27,489
10/13/2023 13:45,13.61,15.592,751.8,8.28,489
10/13/2023 14:00,13.74,15.674,751.4,8.29,488
10/13/2023 14:15,13.88,15.738,750.7,8.3,488
10/13/2023 14:30,13.99,15.794,749.8,8.31,487
10/13/2023 14:45,14.04,15.834,749.9,8.31,487
10/13/2023 15:00,14.11,15.862,750.2,8.32,488
10/13/2023 15:15,14.1,15.879,750,8.32,488
10/13/2023 15:30,14.08,15.863,749.9,8.32,487
10/13/2023 15:45,14,15.829,749.8,8.32,487
10/13/2023 16:00,13.83,15.755,750.1,8.32,488
10/13/2023 16:15,13.67,15.682,750.3,8.31,488
10/13/2023 16:30,13.43,15.6,750.9,8.3,488
10/13/2023 16:45,13.17,15.5,751.3,8.29,488
10/13/2023 17:00,12.92,15.417,752.2,8.28,489
10/13/2023 17:15,12.67,15.322,752.7,8.26,489
10/13/2023 17:30,12.39,15.238,752.7,8.25,489
10/13/2023 17:45,12.15,15.15,752.7,8.24,489
10/13/2023 18:00,11.85,15.057,753.7,8.22,490
10/13/2023 18:15,11.5,14.971,754.6,8.2,491
10/13/2023 18:30,11.09,14.88,756,8.18,491
10/13/2023 18:45,10.68,14.791,757.1,8.15,492
10/13/2023 19:00,10.33,14.691,758,8.13,493
10/13/2023 19:15,10,14.606,758.9,8.11,493
10/13/2023 19:30,9.68,14.517,759.5,8.08,494
10/13/2023 19:45,9.39,14.438,761,8.06,495
10/13/2023 20:00,9.19,14.368,762.3,8.05,495
10/13/2023 20:15,8.99,14.3,763.2,8.03,496
10/13/2023 20:30,8.85,14.236,764,8.02,497
10/13/2023 20:45,8.74,14.177,764.5,8.01,497
10/13/2023 21:00,8.63,14.123,765.1,8,497
10/13/2023 21:15,8.57,14.073,765.8,8,498
10/13/2023 21:30,8.5,14.023,766.6,7.99,498
10/13/2023 21:45,8.47,13.978,767.2,7.99,499
10/13/2023 22:00,8.4,13.939,767.9,7.98,499
10/13/2023 22:15,8.38,13.892,768.5,7.98,500
10/13/2023 22:30,8.38,13.849,768.6,7.98,500
10/13/2023 22:45,8.32,13.806,768.8,7.98,500
10/13/2023 23:00,8.29,13.767,769.4,7.97,500
10/13/2023 23:15,8.34,13.724,769.9,7.97,500
10/13/2023 23:30,8.28,13.686,770.1,7.97,501
10/13/2023 23:45,8.28,13.645,770.5,7.97,501
10/14/2023 0:00,8.28,13.606,770.7,7.97,501
10/14/2023 0:15,8.26,13.572,770.4,7.97,501
10/14/2023 0:30,8.21,13.543,770.4,7.96,501
10/14/2023 0:45,8.22,13.52,770.9,7.96,501
10/14/2023 1:00,8.21,13.503,771.1,7.96,501
10/14/2023 1:15,8.19,13.481,770.9,7.96,501
10/14/2023 1:30,8.2,13.469,771.1,7.96,501
10/14/2023 1:45,8.16,13.461,770.4,7.96,501
10/14/2023 2:00,8.17,13.448,769.9,7.96,500
10/14/2023 2:15,8.18,13.434,769.5,7.95,500
10/14/2023 2:30,8.17,13.422,769.1,7.95,500
10/14/2023 2:45,8.11,13.414,768,7.95,499
10/14/2023 3:00,8.17,13.413,767,7.95,499
10/14/2023 3:15,8.16,13.409,766.2,7.95,498
10/14/2023 3:30,8.16,13.406,765.5,7.95,498
10/14/2023 3:45,8.13,13.4,764.9,7.95,497
10/14/2023 4:00,8.14,13.398,764.6,7.95,497
10/14/2023 4:15,8.13,13.404,764.1,7.95,497
10/14/2023 4:30,8.13,13.416,763.5,7.95,496
10/14/2023 4:45,8.12,13.423,763,7.95,496
10/14/2023 5:00,8.11,13.43,761.9,7.95,495
10/14/2023 5:15,8.1,13.435,761.3,7.95,495
10/14/2023 5:30,8.11,13.439,761,7.95,495
10/14/2023 5:45,8.07,13.442,760.7,7.94,494
10/14/2023 6:00,8.08,13.442,760.2,7.94,494
10/14/2023 6:15,8.07,13.436,759.6,7.94,494
10/14/2023 6:30,8.07,13.43,758.8,7.94,493
10/14/2023 6:45,8.04,13.417,758.1,7.94,493
10/14/2023 7:00,8.08,13.406,757.5,7.94,492
10/14/2023 7:15,8.09,13.396,757.4,7.94,492
10/14/2023 7:30,8.08,13.386,757.2,7.94,492
10/14/2023 7:45,8.09,13.372,756.8,7.94,492
10/14/2023 8:00,8.08,13.352,756.1,7.95,491
10/14/2023 8:15,8.1,13.33,755.6,7.94,491
10/14/2023 8:30,8.16,13.307,755.2,7.95,491
10/14/2023 8:45,8.2,13.291,754.9,7.95,491
10/14/2023 9:00,8.23,13.272,755.4,7.95,491
10/14/2023 9:15,8.32,13.249,754.9,7.96,491
10/14/2023 9:30,8.37,13.219,754.1,7.96,490
10/14/2023 9:45,8.46,13.19,752.6,7.97,489
10/14/2023 10:00,8.51,13.161,751.6,7.97,489
10/14/2023 10:15,8.65,13.133,745.5,7.98,485
10/14/2023 10:30,8.79,13.116,742.1,7.99,482
10/14/2023 10:45,8.93,13.106,734.6,7.99,477
10/14/2023 11:00,8.98,13.154,710.5,7.99,462
10/14/2023 11:15,9.06,13.22,667.6,7.99,434
10/14/2023 11:30,9.17,13.241,634,7.99,412
10/14/2023 11:45,9.25,13.242,638.2,8,415
10/14/2023 12:00,9.21,13.271,668.3,8,434
10/14/2023 12:15,9.06,13.325,687.2,7.99,447
10/14/2023 12:30,8.98,13.333,682.7,7.99,444
10/14/2023 12:45,8.99,13.262,657.8,7.99,428
10/14/2023 13:00,9.06,13.15,636.9,7.99,414
10/14/2023 13:15,9.24,13.17,507.9,7.99,330
10/14/2023 13:30,9.29,13.049,471,7.98,306
10/14/2023 13:45,9.3,12.996,420.5,7.97,273
10/14/2023 14:00,9.32,12.93,407.9,7.97,265
10/14/2023 14:15,9.3,12.894,413.8,7.97,269
10/14/2023 14:30,9.35,12.831,383.2,7.97,249
10/14/2023 14:45,9.31,12.771,400.8,7.96,261
10/14/2023 15:00,9.26,12.737,430.7,7.95,280
10/14/2023 15:15,9.22,12.736,443.2,7.94,288
10/14/2023 15:30,9.14,12.75,450.1,7.93,293
10/14/2023 15:45,9.06,12.77,443.5,7.91,288
10/14/2023 16:00,8.99,12.778,430.2,7.9,280
10/14/2023 16:15,8.93,12.77,421.4,7.89,274
10/14/2023 16:30,8.92,12.763,421.7,7.88,274
10/14/2023 16:45,8.87,12.757,425.1,7.87,276
10/14/2023 17:00,8.86,12.75,423,7.86,275
10/14/2023 17:15,8.82,12.739,418.5,7.85,272
10/14/2023 17:30,8.81,12.733,418.8,7.84,272
10/14/2023 17:45,8.79,12.728,422.1,7.83,274
10/14/2023 18:00,8.77,12.725,426.5,7.83,277
10/14/2023 18:15,8.74,12.714,427.4,7.82,278
10/14/2023 18:30,8.69,12.701,425,7.81,276
10/14/2023 18:45,8.7,12.685,422.1,7.8,274
10/14/2023 19:00,8.69,12.67,422.6,7.8,275
10/14/2023 19:15,8.67,12.66,431.2,7.8,280
10/14/2023 19:30,8.67,12.655,445.5,7.81,290
10/14/2023 19:45,8.67,12.648,460.9,7.81,300
10/14/2023 20:00,8.64,12.642,473.6,7.82,308
10/14/2023 20:15,8.62,12.634,481.4,7.82,313
10/14/2023 20:30,8.61,12.628,484.4,7.82,315
10/14/2023 20:45,8.59,12.616,482.8,7.81,314
10/14/2023 21:00,8.59,12.61,476,7.81,309
10/14/2023 21:15,8.58,12.61,466,7.8,303
10/14/2023 21:30,8.65,12.644,434.3,7.79,282
10/14/2023 21:45,8.72,12.593,415.4,7.78,270
10/14/2023 22:00,8.75,12.569,404.4,7.78,263
10/14/2023 22:15,8.72,12.609,397,7.77,258
10/14/2023 22:30,8.75,12.609,380.7,7.76,247
10/14/2023 22:45,8.77,12.555,367.9,7.76,239
10/14/2023 23:00,8.79,12.513,359.3,7.76,234
10/14/2023 23:15,8.83,12.464,349.6,7.75,227
10/14/2023 23:30,8.86,12.428,344.3,7.74,224
10/14/2023 23:45,8.86,12.416,344.6,7.73,224
10/15/2023 0:00,8.81,12.443,348.5,7.73,227
10/15/2023 0:15,8.78,12.447,346.4,7.72,225
10/15/2023 0:30,8.77,12.426,342.6,7.71,223
10/15/2023 0:45,8.78,12.4,337.7,7.71,220
10/15/2023 1:00,8.76,12.384,336.7,7.7,219
10/15/2023 1:15,8.75,12.383,341.3,7.69,222
10/15/2023 1:30,8.72,12.387,345.8,7.69,225
10/15/2023 1:45,8.7,12.377,345,7.68,224
10/15/2023 2:00,8.7,12.358,339.7,7.68,221
10/15/2023 2:15,8.71,12.332,334.8,7.67,218
10/15/2023 2:30,8.72,12.31,331.5,7.67,215
10/15/2023 2:45,8.73,12.294,331.6,7.67,216
10/15/2023 3:00,8.74,12.285,335.1,7.67,218
10/15/2023 3:15,8.72,12.284,342.1,7.67,222
10/15/2023 3:30,8.7,12.283,351.1,7.67,228
10/15/2023 3:45,8.69,12.282,360.2,7.67,234
10/15/2023 4:00,8.68,12.278,369.3,7.68,240
10/15/2023 4:15,8.66,12.277,379.2,7.68,246
10/15/2023 4:30,8.64,12.279,388.5,7.68,253
10/15/2023 4:45,8.63,12.284,397.8,7.68,259
10/15/2023 5:00,8.61,12.289,406.4,7.69,264
10/15/2023 5:15,8.6,12.29,413.3,7.69,269
10/15/2023 5:30,8.59,12.285,418.4,7.69,272
10/15/2023 5:45,8.58,12.275,421.6,7.7,274
10/15/2023 6:00,8.59,12.262,424.4,7.7,276
10/15/2023 6:15,8.58,12.253,427.2,7.7,278
10/15/2023 6:30,8.57,12.25,430.3,7.7,280
10/15/2023 6:45,8.56,12.24,433.6,7.7,282
10/15/2023 7:00,8.56,12.228,437.1,7.7,284
10/15/2023 7:15,8.55,12.211,439.6,7.7,286
10/15/2023 7:30,8.56,12.19,441.2,7.7,287
10/15/2023 7:45,8.56,12.172,442.8,7.7,288
10/15/2023 8:00,8.56,12.156,444.6,7.7,289
10/15/2023 8:15,8.57,12.146,447.6,7.7,291
10/15/2023 8:30,8.58,12.15,451,7.71,293
10/15/2023 8:45,8.6,12.155,454.6,7.71,295
10/15/2023 9:00,8.63,12.165,457.4,7.71,297
10/15/2023 9:15,8.69,12.181,460.2,7.72,299
10/15/2023 9:30,8.73,12.201,463.1,7.72,301
10/15/2023 9:45,8.78,12.23,466.2,7.73,303
10/15/2023 10:00,8.86,12.27,470.3,7.74,306
10/15/2023 10:15,8.92,12.316,474.8,7.74,309
10/15/2023 10:30,9.01,12.379,479.4,7.75,312
10/15/2023 10:45,9.09,12.425,484.2,7.76,315
10/15/2023 11:00,9.24,12.487,488,7.78,317
10/15/2023 11:15,9.37,12.54,491.9,7.79,320
10/15/2023 11:30,9.46,12.601,496.3,7.8,323
10/15/2023 11:45,9.55,12.614,502,7.81,326
10/15/2023 12:00,9.67,12.738,508,7.83,330
10/15/2023 12:15,9.81,12.801,514.3,7.84,334
10/15/2023 12:30,9.86,12.81,520.7,7.85,338
10/15/2023 12:45,9.83,12.848,526.8,7.86,342
10/15/2023 13:00,9.94,12.979,532.6,7.87,346
10/15/2023 13:15,9.98,12.953,538.1,7.88,350
10/15/2023 13:30,10,12.967,543.9,7.88,354
10/15/2023 13:45,10.13,13.032,549.7,7.9,357
10/15/2023 14:00,10.23,13.054,555,7.91,361
10/15/2023 14:15,10.31,13.079,559.6,7.93,364
10/15/2023 14:30,10.37,13.101,563.5,7.94,366
10/15/2023 14:45,10.34,13.103,567.1,7.94,369
10/15/2023 15:00,10.33,13.11,570.8,7.94,371
10/15/2023 15:15,10.29,13.088,574.5,7.94,373
10/15/2023 15:30,10.26,13.109,578.2,7.95,376
10/15/2023 15:45,10.37,13.177,581.6,7.96,378
10/15/2023 16:00,10.42,13.212,585.4,7.96,381
10/15/2023 16:15,10.37,13.218,588.4,7.97,382
10/15/2023 16:30,10.35,13.23,591,7.97,384
10/15/2023 16:45,10.29,13.226,594.2,7.97,386
10/15/2023 17:00,10.22,13.215,598.2,7.96,389
10/15/2023 17:15,10.12,13.202,602,7.96,391
10/15/2023 17:30,10.01,13.196,606,7.95,394
10/15/2023 17:45,9.9,13.178,609.1,7.95,396
10/15/2023 18:00,9.74,13.157,611.5,7.94,397
10/15/2023 18:15,9.59,13.127,614.1,7.93,399
10/15/2023 18:30,9.46,13.101,616,7.92,400
10/15/2023 18:45,9.3,13.08,618.5,7.91,402
10/15/2023 19:00,9.21,13.068,621.1,7.9,404
10/15/2023 19:15,9.1,13.067,624.4,7.9,406
10/15/2023 19:30,9.04,13.065,626.6,7.89,407
10/15/2023 19:45,8.96,13.058,629.1,7.89,409
10/15/2023 20:00,8.92,13.048,630.3,7.89,410
10/15/2023 20:15,8.9,13.04,632.1,7.89,411
10/15/2023 20:30,8.85,13.033,634.5,7.89,412
10/15/2023 20:45,8.83,13.033,637.3,7.89,414
10/15/2023 21:00,8.8,13.039,640,7.89,416
10/15/2023 21:15,8.78,13.05,642.1,7.89,417
10/15/2023 21:30,8.73,13.04,644.1,7.89,419
10/15/2023 21:45,8.7,13.028,645.9,7.89,420
10/15/2023 22:00,8.69,13.014,648.2,7.89,421
10/15/2023 22:15,8.66,13.001,650.4,7.88,423
10/15/2023 22:30,8.64,12.986,652.7,7.88,424
10/15/2023 22:45,8.6,12.973,654.5,7.88,425
10/15/2023 23:00,8.57,12.951,655.2,7.88,426
10/15/2023 23:15,8.56,12.924,656,7.88,426
10/15/2023 23:30,8.54,12.898,656.4,7.88,427
10/15/2023 23:45,8.52,12.873,657.8,7.88,428
10/16/2023 0:00,8.51,12.853,659.2,7.88,428
10/16/2023 0:15,8.49,12.827,660.6,7.88,429
10/16/2023 0:30,8.49,12.798,662,7.88,430
10/16/2023 0:45,8.44,12.768,662.8,7.88,431
10/16/2023 1:00,8.46,12.738,663.2,7.88,431
10/16/2023 1:15,8.47,12.706,664.1,7.88,432
10/16/2023 1:30,8.46,12.686,665.8,7.87,433
10/16/2023 1:45,8.42,12.67,667.9,7.87,434
10/16/2023 2:00,8.45,12.649,669.5,7.87,435
10/16/2023 2:15,8.44,12.614,670.8,7.87,436
10/16/2023 2:30,8.44,12.575,671.2,7.87,436
10/16/2023 2:45,8.45,12.542,672.4,7.87,437
10/16/2023 3:00,8.45,12.508,673.9,7.87,438
10/16/2023 3:15,8.44,12.468,676,7.87,439
10/16/2023 3:30,8.45,12.434,678.1,7.87,441
10/16/2023 3:45,8.43,12.401,679.7,7.87,442
10/16/2023 4:00,8.45,12.371,681.4,7.87,443
10/16/2023 4:15,8.46,12.344,682.6,7.87,444
10/16/2023 4:30,8.45,12.32,683.4,7.86,444
10/16/2023 4:45,8.45,12.295,684.9,7.86,445
10/16/2023 5:00,8.47,12.269,687,7.86,447
10/16/2023 5:15,8.47,12.248,688.4,7.86,447
10/16/2023 5:30,8.5,12.218,689.5,7.86,448
10/16/2023 5:45,8.5,12.178,689.8,7.86,448
10/16/2023 6:00,8.52,12.137,690.3,7.87,449
10/16/2023 6:15,8.55,12.093,691.1,7.87,449
10/16/2023 6:30,8.56,12.054,692.9,7.87,450
10/16/2023 6:45,8.58,12.019,695.1,7.87,452
10/16/2023 7:00,8.59,11.982,695.7,7.87,452
10/16/2023 7:15,8.6,11.935,696.6,7.87,453
10/16/2023 7:30,8.62,11.895,697.5,7.87,453
10/16/2023 7:45,8.66,11.857,698.4,7.88,454
10/16/2023 8:00,8.7,11.838,699.4,7.88,455
10/16/2023 8:15,8.77,11.827,700.8,7.89,456
10/16/2023 8:30,8.87,11.822,702.2,7.89,456
10/16/2023 8:45,9.02,11.837,702.2,7.9,456
10/16/2023 9:00,9.17,11.834,702.5,7.91,457
10/16/2023 9:15,9.33,11.848,702.6,7.92,457
10/16/2023 9:30,9.51,11.882,703.5,7.93,457
10/16/2023 9:45,9.69,11.915,704.2,7.95,458
10/16/2023 10:00,9.89,11.965,705.3,7.96,458
10/16/2023 10:15,10.09,12.013,705.8,7.98,459
10/16/2023 10:30,10.3,12.059,705.6,8,459
10/16/2023 10:45,10.51,12.125,705.9,8.01,459
10/16/2023 11:00,10.75,12.219,706.1,8.03,459
10/16/2023 11:15,10.93,12.281,706.9,8.05,460
10/16/2023 11:30,11.05,12.329,708.6,8.06,461
10/16/2023 11:45,11.18,12.38,709.9,8.07,461
10/16/2023 12:00,11.29,12.423,710.3,8.08,462
10/16/2023 12:15,11.34,12.444,711.1,8.08,462
10/16/2023 12:30,11.42,12.475,711.7,8.09,463
10/16/2023 12:45,11.55,12.594,712.3,8.1,463
10/16/2023 13:00,11.76,12.763,713.9,8.11,464
10/16/2023 13:15,11.92,12.886,715.4,8.13,465
10/16/2023 13:30,12.03,12.953,715.9,8.13,465
10/16/2023 13:45,11.96,12.972,716.2,8.14,466
10/16/2023 14:00,11.93,12.998,716.2,8.13,466
10/16/2023 14:15,11.89,13.006,716.1,8.14,465
10/16/2023 14:30,11.94,13.014,717.1,8.14,466
10/16/2023 14:45,11.92,13.025,718.4,8.15,467
10/16/2023 15:00,11.96,13.06,718.9,8.15,467
10/16/2023 15:15,11.98,13.096,718.9,8.15,467
10/16/2023 15:30,12.11,13.154,718.4,8.16,467
10/16/2023 15:45,12.13,13.197,718.1,8.17,467
10/16/2023 16:00,12.14,13.211,718.5,8.17,467
10/16/2023 16:15,12.02,13.212,719.4,8.17,468
10/16/2023 16:30,11.93,13.238,720.8,8.16,469
10/16/2023 16:45,11.82,13.26,721,8.16,469
10/16/2023 17:00,11.64,13.244,721,8.15,469
10/16/2023 17:15,11.38,13.219,721.5,8.14,469
10/16/2023 17:30,11.13,13.191,721.3,8.12,469
10/16/2023 17:45,10.91,13.18,722.6,8.11,470
10/16/2023 18:00,10.71,13.171,724.1,8.09,471
10/16/2023 18:15,10.49,13.157,725.6,8.08,472
10/16/2023 18:30,10.27,13.129,725.6,8.07,472
10/16/2023 18:45,10.08,13.112,725.8,8.06,472
10/16/2023 19:00,9.88,13.099,725.7,8.04,472
10/16/2023 19:15,9.74,13.095,726.3,8.03,472
10/16/2023 19:30,9.58,13.097,727.7,8.02,473
10/16/2023 19:45,9.48,13.097,728.4,8.02,473
10/16/2023 20:00,9.37,13.102,728.6,8.01,474
10/16/2023 20:15,9.3,13.105,728,8,473
10/16/2023 20:30,9.23,13.113,727.3,8,473
